volume_of_grey_matter_f25006_2_0
volume_of_ca4head_left_hemisphere_f26634_2_0
weightedmean_l3_in_tract_anterior_thalamic_radiation_right_f25626_2_0
volume_of_grey_matter_in_postcentral_gyrus_left_f25814_2_0
volume_of_grey_matter_in_central_opercular_cortex_left_f25864_2_0
greywhite_contrast_in_bankssts_left_hemisphere_f26990_2_0
weightedmean_od_in_tract_middle_cerebellar_peduncle_f25693_2_0
mean_md_in_body_of_corpus_callosum_on_fa_skeleton_f25107_2_0
weightedmean_l1_in_tract_superior_longitudinal_fasciculus_right_f25591_2_0
mean_l1_in_corticospinal_tract_on_fa_skeleton_left_f25207_2_0
area_of_precentral_right_hemisphere_f26845_2_0
volume_of_cccentral_whole_brain_f26533_2_0
mean_isovf_in_posterior_corona_radiata_on_fa_skeleton_left_f25467_2_0
volume_of_perirhinal_left_hemisphere_f27099_2_0
mean_thickness_of_inferiorparietal_right_hemisphere_f27272_2_0
mean_thickness_of_posteriorcingulate_right_hemisphere_f26878_2_0
mean_l1_in_anterior_corona_radiata_on_fa_skeleton_left_f25223_2_0
volume_of_inferiorparietal_left_hemisphere_f26795_2_0
mean_od_in_superior_corona_radiata_on_fa_skeleton_right_f25416_2_0
mean_isovf_in_fornix_cresstria_terminalis_on_fa_skeleton_left_f25479_2_0
weightedmean_l1_in_tract_inferior_frontooccipital_fasciculus_left_f25581_2_0
mean_l2_in_tapetum_on_fa_skeleton_right_f25294_2_0
area_of_cuneus_right_hemisphere_f26826_2_0
greywhite_contrast_in_pericalcarine_left_hemisphere_f27009_2_0
mean_thickness_of_gstransvfrontopol_right_hemisphere_f27629_2_0
volume_of_pallidum_left_f25017_2_0
weightedmean_od_in_tract_corticospinal_tract_right_f25686_2_0
volume_of_ba4p_left_hemisphere_f27092_2_0
volume_of_grey_matter_in_viib_cerebellum_left_f25906_2_0
weightedmean_l2_in_tract_superior_longitudinal_fasciculus_right_f25618_2_0
mean_l1_in_retrolenticular_part_of_internal_capsule_on_fa_skeleton_right_f25220_2_0
mean_thickness_of_superiorparietal_left_hemisphere_f26783_2_0
area_of_parstriangularis_left_hemisphere_f26942_2_0
mean_thickness_of_stemporalsup_right_hemisphere_f27697_2_0
area_of_gfrontinforbital_left_hemisphere_f27341_2_0
mean_mo_in_anterior_limb_of_internal_capsule_on_fa_skeleton_left_f25169_2_0
mean_thickness_of_fusiform_left_hemisphere_f26761_2_0
mean_isovf_in_superior_longitudinal_fasciculus_on_fa_skeleton_right_f25480_2_0
area_of_paracentral_left_hemisphere_f26939_2_0
area_of_gtemporalmiddle_right_hemisphere_f27588_2_0
volume_of_grey_matter_in_middle_temporal_gyrus_temporooccipital_part_left_f25806_2_0
mean_thickness_of_stemporaltransverse_right_hemisphere_f27698_2_0
volume_of_gtemporalinf_left_hemisphere_f27513_2_0
mean_od_in_superior_corona_radiata_on_fa_skeleton_left_f25417_2_0
volume_of_grey_matter_in_planum_temporale_left_f25872_2_0
weightedmean_isovf_in_tract_superior_thalamic_radiation_left_f25727_2_0
mean_fa_in_genu_of_corpus_callosum_on_fa_skeleton_f25058_2_0
volume_of_grey_matter_in_heschls_gyrus_includes_h1_and_h2_left_f25870_2_0
mean_thickness_of_stemporalinf_left_hemisphere_f27474_2_0
mean_isovf_in_anterior_corona_radiata_on_fa_skeleton_left_f25463_2_0
mean_thickness_of_gfrontinfopercular_right_hemisphere_f27636_2_0
mean_thickness_of_ba2_right_hemisphere_f27116_2_0
weightedmean_icvf_in_tract_corticospinal_tract_right_f25659_2_0
mean_thickness_of_gparietinfsupramar_left_hemisphere_f27428_2_0
volume_of_ba4a_left_hemisphere_f27091_2_0
mean_thickness_of_gfrontinftriangul_left_hemisphere_f27416_2_0
volume_of_lateralventricle_left_hemisphere_f26554_2_0
mean_md_in_medial_lemniscus_on_fa_skeleton_left_f25113_2_0
mean_thickness_of_ba44_left_hemisphere_f27080_2_0
weightedmean_fa_in_tract_corticospinal_tract_left_f25496_2_0
weightedmean_od_in_tract_superior_longitudinal_fasciculus_right_f25699_2_0
volume_of_thalamusproper_left_hemisphere_f26558_2_0
mean_l2_in_anterior_limb_of_internal_capsule_on_fa_skeleton_right_f25264_2_0
volume_of_csf_whole_brain_f26527_2_0
mean_intensity_of_csf_whole_brain_f26505_2_0
mean_intensity_of_caudate_left_hemisphere_f26543_2_0
mean_icvf_in_external_capsule_on_fa_skeleton_left_f25377_2_0
volume_of_grey_matter_in_inferior_temporal_gyrus_anterior_division_right_f25809_2_0
volume_of_grey_matter_in_temporal_fusiform_cortex_anterior_division_left_f25854_2_0
area_of_rostralanteriorcingulate_left_hemisphere_f27166_2_0
mean_isovf_in_superior_frontooccipital_fasciculus_on_fa_skeleton_left_f25483_2_0
number_of_holesbeforefixing_left_hemisphere_f26568_2_0
volume_of_grey_matter_in_planum_polare_right_f25869_2_0
weightedmean_md_in_tract_forceps_minor_f25526_2_0
weightedmean_l2_in_tract_anterior_thalamic_radiation_left_f25598_2_0
greywhite_contrast_in_temporalpole_left_hemisphere_f27021_2_0
mean_isovf_in_external_capsule_on_fa_skeleton_left_f25473_2_0
mean_md_in_superior_corona_radiata_on_fa_skeleton_right_f25128_2_0
volume_of_pf_left_hemisphere_f26674_2_0
area_of_ba3b_right_hemisphere_f27104_2_0
mean_thickness_of_gfrontsup_left_hemisphere_f27418_2_0
mean_l1_in_posterior_limb_of_internal_capsule_on_fa_skeleton_left_f25219_2_0
volume_of_grey_matter_in_frontal_orbital_cortex_left_f25846_2_0
weightedmean_l2_in_tract_forceps_minor_f25607_2_0
volume_of_parsopercularis_left_hemisphere_f27220_2_0
weightedmean_l3_in_tract_anterior_thalamic_radiation_left_f25625_2_0
volume_of_brainsegnotventsurf_whole_brain_f26516_2_0
area_of_postcentral_left_hemisphere_f26944_2_0
area_of_gfrontmiddle_right_hemisphere_f27565_2_0
mean_icvf_in_retrolenticular_part_of_internal_capsule_on_fa_skeleton_left_f25365_2_0
volume_of_grey_matter_in_amygdala_right_f25889_2_0
mean_thickness_of_postcentral_right_hemisphere_f26877_2_0
greywhite_contrast_in_superiorfrontal_left_hemisphere_f27016_2_0
mean_od_in_cerebral_peduncle_on_fa_skeleton_left_f25407_2_0
volume_of_grey_matter_in_crus_ii_cerebellum_right_f25905_2_0
mean_md_in_superior_corona_radiata_on_fa_skeleton_left_f25129_2_0
mean_l1_in_superior_corona_radiata_on_fa_skeleton_right_f25224_2_0
mean_od_in_posterior_limb_of_internal_capsule_on_fa_skeleton_left_f25411_2_0
mean_thickness_of_gtempsuplateral_right_hemisphere_f27658_2_0
area_of_grectus_left_hemisphere_f27359_2_0
weightedmean_md_in_tract_parahippocampal_part_of_cingulum_left_f25521_2_0
mean_l3_in_posterior_limb_of_internal_capsule_on_fa_skeleton_left_f25315_2_0
volume_of_inferiortemporal_left_hemisphere_f26796_2_0
mean_thickness_of_gtemporalmiddle_left_hemisphere_f27440_2_0
weightedmean_icvf_in_tract_superior_thalamic_radiation_right_f25674_2_0
mean_l3_in_genu_of_corpus_callosum_on_fa_skeleton_f25298_2_0
mean_l3_in_medial_lemniscus_on_fa_skeleton_right_f25304_2_0
mean_od_in_posterior_corona_radiata_on_fa_skeleton_right_f25418_2_0
mean_l2_in_anterior_corona_radiata_on_fa_skeleton_left_f25271_2_0
weightedmean_l2_in_tract_medial_lemniscus_left_f25613_2_0
volume_of_gcmldgbody_left_hemisphere_f26633_2_0
mean_thickness_of_gsparacentral_right_hemisphere_f27627_2_0
mean_icvf_in_anterior_limb_of_internal_capsule_on_fa_skeleton_right_f25360_2_0
mean_thickness_of_rostralanteriorcingulate_right_hemisphere_f26881_2_0
mean_md_in_pontine_crossing_tract_on_fa_skeleton_f25105_2_0
mean_thickness_of_inferiorparietal_left_hemisphere_f26762_2_0
mean_thickness_of_gscingulmidpost_left_hemisphere_f27410_2_0
mean_thickness_of_middletemporal_right_hemisphere_f26870_2_0
volume_of_grey_matter_in_parahippocampal_gyrus_anterior_division_right_f25849_2_0
mean_l2_in_corticospinal_tract_on_fa_skeleton_right_f25254_2_0
area_of_latfisanthorizont_left_hemisphere_f27367_2_0
mean_fa_in_fornix_cresstria_terminalis_on_fa_skeleton_right_f25094_2_0
volume_of_cerebellumwhitematter_right_hemisphere_f26587_2_0
volume_of_estimatedtotalintracranial_whole_brain_f26521_2_0
volume_of_grey_matter_in_ix_cerebellum_right_f25917_2_0
mean_isovf_in_body_of_corpus_callosum_on_fa_skeleton_f25443_2_0
mean_fa_in_posterior_limb_of_internal_capsule_on_fa_skeleton_left_f25075_2_0
volume_of_hippocampus_left_f25019_2_0
mean_l3_in_superior_cerebellar_peduncle_on_fa_skeleton_right_f25308_2_0
area_of_sintermprimjensen_right_hemisphere_f27605_2_0
mean_isovf_in_superior_cerebellar_peduncle_on_fa_skeleton_right_f25452_2_0
volume_of_caudalmiddlefrontal_right_hemisphere_f26892_2_0
greywhite_contrast_in_frontalpole_right_hemisphere_f27055_2_0
weightedmean_fa_in_tract_parahippocampal_part_of_cingulum_left_f25494_2_0
mean_md_in_superior_frontooccipital_fasciculus_on_fa_skeleton_left_f25147_2_0
mean_md_in_posterior_corona_radiata_on_fa_skeleton_left_f25131_2_0
mean_thickness_of_soctemplat_right_hemisphere_f27684_2_0
mean_thickness_of_parstriangularis_left_hemisphere_f26774_2_0
volume_of_inferiorparietal_right_hemisphere_f26896_2_0
volume_of_thalamus_right_f25012_2_0
mean_thickness_of_inferiortemporal_left_hemisphere_f27180_2_0
mean_thickness_of_gfrontmiddle_right_hemisphere_f27639_2_0
volume_of_av_right_hemisphere_f26710_2_0
mean_l1_in_superior_frontooccipital_fasciculus_on_fa_skeleton_left_f25243_2_0
mean_thickness_of_insula_right_hemisphere_f27297_2_0
mean_thickness_of_parsorbitalis_right_hemisphere_f27283_2_0
area_of_gtempsupgttransv_right_hemisphere_f27583_2_0
mean_thickness_of_scentral_left_hemisphere_f27447_2_0
mean_l1_in_medial_lemniscus_on_fa_skeleton_right_f25208_2_0
weightedmean_icvf_in_tract_inferior_frontooccipital_fasciculus_right_f25663_2_0
weightedmean_l3_in_tract_superior_thalamic_radiation_right_f25647_2_0
weightedmean_l2_in_tract_superior_thalamic_radiation_left_f25619_2_0
weightedmean_l1_in_tract_anterior_thalamic_radiation_right_f25572_2_0
mean_thickness_of_scircularinsulasup_left_hemisphere_f27451_2_0
weightedmean_od_in_tract_parahippocampal_part_of_cingulum_left_f25683_2_0
mean_icvf_in_medial_lemniscus_on_fa_skeleton_right_f25352_2_0
weightedmean_od_in_tract_superior_thalamic_radiation_right_f25701_2_0
mean_thickness_of_inferiortemporal_left_hemisphere_f26763_2_0
weightedmean_l1_in_tract_inferior_longitudinal_fasciculus_left_f25583_2_0
mean_fa_in_pontine_crossing_tract_on_fa_skeleton_f25057_2_0
mean_fa_in_superior_longitudinal_fasciculus_on_fa_skeleton_left_f25097_2_0
mean_icvf_in_splenium_of_corpus_callosum_on_fa_skeleton_f25348_2_0
weightedmean_mo_in_tract_superior_longitudinal_fasciculus_left_f25563_2_0
volume_of_ginsularshort_left_hemisphere_f27494_2_0
weightedmean_l1_in_tract_superior_thalamic_radiation_left_f25592_2_0
volume_of_ba3a_left_hemisphere_f27089_2_0
mean_l1_in_superior_corona_radiata_on_fa_skeleton_left_f25225_2_0
volume_of_thalamus_left_f25011_2_0
mean_thickness_of_mt_left_hemisphere_f27084_2_0
volume_of_grey_matter_in_viiia_cerebellum_right_f25911_2_0
area_of_gfrontmiddle_left_hemisphere_f27343_2_0
area_of_goctempmedparahip_right_hemisphere_f27573_2_0
area_of_gstransvfrontopol_right_hemisphere_f27555_2_0
greywhite_contrast_in_lingual_left_hemisphere_f27001_2_0
volume_of_lateralnucleus_right_hemisphere_f26610_2_0
weightedmean_l1_in_tract_superior_thalamic_radiation_right_f25593_2_0
mean_thickness_of_gssubcentral_left_hemisphere_f27406_2_0
weightedmean_md_in_tract_anterior_thalamic_radiation_left_f25517_2_0
volume_of_pt_left_hemisphere_f26683_2_0
volume_of_grey_matter_in_lingual_gyrus_left_f25852_2_0
volume_of_ba45_right_hemisphere_f27137_2_0
mean_md_in_retrolenticular_part_of_internal_capsule_on_fa_skeleton_right_f25124_2_0
mean_thickness_of_mt_right_hemisphere_f27126_2_0
mean_thickness_of_gfrontinforbital_right_hemisphere_f27637_2_0
volume_of_grey_matter_in_superior_temporal_gyrus_posterior_division_right_f25801_2_0
mean_thickness_of_goccipitalsup_right_hemisphere_f27644_2_0
volume_of_lateralorbitofrontal_left_hemisphere_f26799_2_0
weightedmean_md_in_tract_superior_thalamic_radiation_left_f25538_2_0
volume_of_scollattransvpost_right_hemisphere_f27749_2_0
mean_thickness_of_inferiortemporal_right_hemisphere_f27273_2_0
volume_of_grey_matter_in_inferior_temporal_gyrus_temporooccipital_part_left_f25812_2_0
volume_of_goccipitalmiddle_right_hemisphere_f27717_2_0
weightedmean_md_in_tract_parahippocampal_part_of_cingulum_right_f25522_2_0
volume_of_mvre_left_hemisphere_f26679_2_0
volume_of_transversetemporal_right_hemisphere_f26921_2_0
mean_fa_in_body_of_corpus_callosum_on_fa_skeleton_f25059_2_0
volume_of_grey_matter_in_temporal_pole_right_f25797_2_0
area_of_lateralorbitofrontal_left_hemisphere_f26732_2_0
mean_fa_in_superior_cerebellar_peduncle_on_fa_skeleton_right_f25068_2_0
area_of_paracentral_left_hemisphere_f26737_2_0
volume_of_accessorybasalnucleus_left_hemisphere_f26602_2_0
area_of_isthmuscingulate_left_hemisphere_f26932_2_0
volume_of_grey_matter_in_lateral_occipital_cortex_superior_division_left_f25824_2_0
greywhite_contrast_in_pericalcarine_right_hemisphere_f27044_2_0
volume_of_poletemporal_right_hemisphere_f27741_2_0
volume_of_accumbensarea_right_hemisphere_f26595_2_0
volume_of_insula_right_hemisphere_f27328_2_0
volume_of_precentral_left_hemisphere_f27226_2_0
volume_of_grey_matter_in_ventral_striatum_right_f25891_2_0
mean_md_in_fornix_on_fa_skeleton_f25109_2_0
volume_of_grey_matter_in_viiia_cerebellum_left_f25909_2_0
weightedmean_l2_in_tract_inferior_frontooccipital_fasciculus_left_f25608_2_0
volume_of_spericallosal_right_hemisphere_f27764_2_0
mean_l2_in_superior_frontooccipital_fasciculus_on_fa_skeleton_left_f25291_2_0
mean_icvf_in_body_of_corpus_callosum_on_fa_skeleton_f25347_2_0
area_of_superiorparietal_right_hemisphere_f27262_2_0
area_of_stemporaltransverse_right_hemisphere_f27624_2_0
volume_of_vamc_right_hemisphere_f26699_2_0
greywhite_contrast_in_lingual_right_hemisphere_f27036_2_0
area_of_caudalanteriorcingulate_left_hemisphere_f26925_2_0
mean_md_in_retrolenticular_part_of_internal_capsule_on_fa_skeleton_left_f25125_2_0
number_of_dmri_outlier_slices_detected_and_corrected_f25746_2_0
mean_icvf_in_superior_corona_radiata_on_fa_skeleton_right_f25368_2_0
mean_l3_in_anterior_corona_radiata_on_fa_skeleton_right_f25318_2_0
volume_of_grey_matter_in_frontal_medial_cortex_right_f25831_2_0
greywhite_contrast_in_caudalanteriorcingulate_left_hemisphere_f26991_2_0
mean_l1_in_pontine_crossing_tract_on_fa_skeleton_f25201_2_0
area_of_gparietinfangular_left_hemisphere_f27353_2_0
greywhite_contrast_in_posteriorcingulate_left_hemisphere_f27011_2_0
volume_of_middletemporal_right_hemisphere_f27310_2_0
volume_of_lateralorbitofrontal_right_hemisphere_f26900_2_0
mean_thickness_of_ssubparietal_left_hemisphere_f27473_2_0
volume_of_insula_left_hemisphere_f27235_2_0
mean_thickness_of_gsparacentral_left_hemisphere_f27405_2_0
weightedmean_od_in_tract_acoustic_radiation_left_f25677_2_0
area_of_lateraloccipital_right_hemisphere_f27244_2_0
volume_of_grey_matter_in_lateral_occipital_cortex_superior_division_right_f25825_2_0
mean_l3_in_medial_lemniscus_on_fa_skeleton_left_f25305_2_0
area_of_v2_left_hemisphere_f27069_2_0
volume_of_gcingulpostdorsal_left_hemisphere_f27485_2_0
mean_thickness_of_superiorfrontal_left_hemisphere_f26782_2_0
volume_of_spericallosal_left_hemisphere_f27542_2_0
greywhite_contrast_in_lateralorbitofrontal_right_hemisphere_f27035_2_0
mean_thickness_of_medialorbitofrontal_left_hemisphere_f27185_2_0
volume_of_gcmldghead_left_hemisphere_f26631_2_0
volume_of_wmhypointensities_whole_brain_f26528_2_0
volume_of_superiorparietal_left_hemisphere_f27231_2_0
volume_of_precuneus_right_hemisphere_f27320_2_0
weightedmean_mo_in_tract_anterior_thalamic_radiation_left_f25544_2_0
mean_intensity_of_amygdala_left_hemisphere_f26547_2_0
weightedmean_l1_in_tract_inferior_frontooccipital_fasciculus_right_f25582_2_0
greywhite_contrast_in_superiorfrontal_right_hemisphere_f27051_2_0
area_of_gscingulmidant_left_hemisphere_f27335_2_0
weightedmean_mo_in_tract_posterior_thalamic_radiation_left_f25561_2_0
mean_thickness_of_gtemporalinf_left_hemisphere_f27439_2_0
volume_of_ventricular_cerebrospinal_fluid_f25004_2_0
mean_icvf_in_superior_longitudinal_fasciculus_on_fa_skeleton_left_f25385_2_0
mean_thickness_of_posteriorcingulate_left_hemisphere_f26777_2_0
volume_of_gorbital_left_hemisphere_f27500_2_0
volume_of_grey_matter_in_planum_polare_left_f25868_2_0
volume_of_grey_matter_in_viib_cerebellum_right_f25908_2_0
mean_l2_in_fornix_cresstria_terminalis_on_fa_skeleton_left_f25287_2_0
mean_intensity_of_4thventricle_whole_brain_f26502_2_0
area_of_precentral_left_hemisphere_f26744_2_0
volume_of_rostralmiddlefrontal_left_hemisphere_f26814_2_0
weightedmean_mo_in_tract_superior_thalamic_radiation_right_f25566_2_0
area_of_v1_left_hemisphere_f27068_2_0
area_of_precentral_left_hemisphere_f26946_2_0
volume_of_ventriclechoroid_whole_brain_f26522_2_0
mean_thickness_of_parsopercularis_left_hemisphere_f26772_2_0
mean_thickness_of_gsoccipitalinf_left_hemisphere_f27404_2_0
volume_of_parsopercularis_right_hemisphere_f26906_2_0
mean_l3_in_cingulum_cingulate_gyrus_on_fa_skeleton_left_f25331_2_0
volume_of_grey_matter_in_thalamus_right_f25879_2_0
area_of_gscingulant_left_hemisphere_f27334_2_0
volume_of_caudate_left_f25013_2_0
mean_l2_in_fornix_on_fa_skeleton_f25253_2_0
mean_thickness_of_precuneus_right_hemisphere_f27289_2_0
weightedmean_fa_in_tract_anterior_thalamic_radiation_right_f25491_2_0
mean_l1_in_superior_frontooccipital_fasciculus_on_fa_skeleton_right_f25242_2_0
area_of_ba45_left_hemisphere_f27067_2_0
mean_intensity_of_ventraldc_left_hemisphere_f26549_2_0
mean_thickness_of_sorbitalmedolfact_right_hemisphere_f27687_2_0
volume_of_cortex_right_hemisphere_f26583_2_0
area_of_goctempmedlingual_left_hemisphere_f27350_2_0
mean_thickness_of_fusiform_left_hemisphere_f27178_2_0
mean_thickness_of_inferiortemporal_right_hemisphere_f26864_2_0
mean_l3_in_external_capsule_on_fa_skeleton_right_f25328_2_0
weightedmean_fa_in_tract_superior_longitudinal_fasciculus_left_f25509_2_0
mean_intensity_of_accumbensarea_left_hemisphere_f26548_2_0
mean_thickness_of_superiorfrontal_left_hemisphere_f27199_2_0
volume_of_vessel_left_hemisphere_f26566_2_0
mean_od_in_inferior_cerebellar_peduncle_on_fa_skeleton_left_f25403_2_0
weightedmean_fa_in_tract_corticospinal_tract_right_f25497_2_0
area_of_rostralanteriorcingulate_left_hemisphere_f26948_2_0
mean_thickness_of_postcentral_left_hemisphere_f27193_2_0
mean_l1_in_sagittal_stratum_on_fa_skeleton_right_f25230_2_0
mean_l1_in_superior_longitudinal_fasciculus_on_fa_skeleton_right_f25240_2_0
volume_of_gorbital_right_hemisphere_f27722_2_0
area_of_superiortemporal_right_hemisphere_f27263_2_0
mean_l2_in_medial_lemniscus_on_fa_skeleton_left_f25257_2_0
mean_l1_in_superior_cerebellar_peduncle_on_fa_skeleton_left_f25213_2_0
mean_intensity_of_hippocampus_left_hemisphere_f26546_2_0
mean_thickness_of_rostralmiddlefrontal_left_hemisphere_f26781_2_0
weightedmean_md_in_tract_inferior_frontooccipital_fasciculus_right_f25528_2_0
area_of_ba4p_right_hemisphere_f27106_2_0
area_of_precentral_right_hemisphere_f26979_2_0
volume_of_caudalmiddlefrontal_left_hemisphere_f27206_2_0
mean_fa_in_tapetum_on_fa_skeleton_right_f25102_2_0
mean_thickness_of_middletemporal_right_hemisphere_f27279_2_0
volume_of_postcentral_left_hemisphere_f27224_2_0
weightedmean_fa_in_tract_acoustic_radiation_right_f25489_2_0
volume_of_grey_matter_in_temporal_occipital_fusiform_cortex_right_f25859_2_0
mean_icvf_in_posterior_limb_of_internal_capsule_on_fa_skeleton_right_f25362_2_0
mean_thickness_of_caudalmiddlefrontal_left_hemisphere_f27175_2_0
mean_l3_in_cingulum_hippocampus_on_fa_skeleton_left_f25333_2_0
volume_of_postcentral_right_hemisphere_f27317_2_0
volume_of_grey_matter_in_superior_temporal_gyrus_anterior_division_right_f25799_2_0
volume_of_superiorfrontal_right_hemisphere_f27323_2_0
volume_of_isthmuscingulate_right_hemisphere_f27305_2_0
mean_isovf_in_genu_of_corpus_callosum_on_fa_skeleton_f25442_2_0
mean_thickness_of_sintraparietptrans_left_hemisphere_f27458_2_0
mean_fa_in_superior_frontooccipital_fasciculus_on_fa_skeleton_right_f25098_2_0
mean_mo_in_sagittal_stratum_on_fa_skeleton_right_f25182_2_0
weightedmean_isovf_in_tract_posterior_thalamic_radiation_left_f25723_2_0
area_of_parstriangularis_left_hemisphere_f26740_2_0
volume_of_inferiortemporal_right_hemisphere_f26897_2_0
volume_of_presubiculumhead_right_hemisphere_f26647_2_0
area_of_latfisantvertical_right_hemisphere_f27590_2_0
mean_thickness_of_ginslgscentins_right_hemisphere_f27641_2_0
mean_thickness_of_transversetemporal_right_hemisphere_f27296_2_0
mean_isovf_in_superior_corona_radiata_on_fa_skeleton_right_f25464_2_0
weightedmean_l1_in_tract_corticospinal_tract_right_f25578_2_0
volume_of_bankssts_left_hemisphere_f26789_2_0
volume_of_ba3a_right_hemisphere_f27131_2_0
volume_of_pf_right_hemisphere_f26698_2_0
mean_thickness_of_pericalcarine_left_hemisphere_f26775_2_0
area_of_insula_left_hemisphere_f27173_2_0
weightedmean_md_in_tract_corticospinal_tract_right_f25524_2_0
volume_of_av_left_hemisphere_f26684_2_0
area_of_entorhinal_right_hemisphere_f27239_2_0
mean_icvf_in_sagittal_stratum_on_fa_skeleton_right_f25374_2_0
area_of_gtempsupplanpolar_right_hemisphere_f27585_2_0
mean_l3_in_corticospinal_tract_on_fa_skeleton_left_f25303_2_0
weightedmean_l1_in_tract_forceps_major_f25579_2_0
volume_of_totalgray_whole_brain_f26518_2_0
mean_l2_in_cingulum_cingulate_gyrus_on_fa_skeleton_left_f25283_2_0
volume_of_cm_left_hemisphere_f26670_2_0
weightedmean_l3_in_tract_superior_longitudinal_fasciculus_right_f25645_2_0
mean_l2_in_splenium_of_corpus_callosum_on_fa_skeleton_f25252_2_0
mean_od_in_external_capsule_on_fa_skeleton_right_f25424_2_0
greywhite_contrast_in_precentral_left_hemisphere_f27012_2_0
area_of_lateralorbitofrontal_left_hemisphere_f27152_2_0
mean_l2_in_corticospinal_tract_on_fa_skeleton_left_f25255_2_0
mean_l1_in_superior_longitudinal_fasciculus_on_fa_skeleton_left_f25241_2_0
mean_thickness_of_gssubcentral_right_hemisphere_f27628_2_0
